        20        20        20        20
        72         2         6         6         3        12
       243         3         9         9        23        26
       210         6         5         7        17         4
        96         8         3         4         6         1
       315         5         9         7        10         8
         8         2         2         2       338         2
       105         3         5         7         8        18
       288         8         9         4        14         8
        90         9         5         2        68         4
       180         6         5         6        21         8
        96         8         4         3        16         7
       162         6         3         9        31        17
       189         9         7         3        15         7
        36         3         6         2         1         1
        72         2         6         6        48         0
        70         7         2         5        69        10
        48         2         3         8        39        22
        90         6         3         5        43         6
       168         6         4         7        14         5
       180         5         4         9        19         8

        20        20        20        20
       162         2         9         9        36         7
       105         3         7         5        19         9
        32         2         8         2       155         0
       168         7         3         8        23        16
       504         7         9         8         1         6
       256         8         4         8        11        12
        84         6         2         7        12        15
       216         9         8         3         5         5
       108         6         3         6        22         7
        63         3         7         3        16         2
       192         6         8         4        15         4
        40         4         5         2       100         5
        48         2         4         6        33         8
       216         3         8         9        19         8
        20         5         2         2        63         3
       256         8         4         8         6         9
       180         6         6         5        14        14
       168         7         6         4         1        10
        96         8         6         2        58         3
        96         8         2         6        60         7

        20        20        20        20
       288         4         8         9        14        23
       216         9         3         8        14         7
       280         8         5         7        15        19
       486         9         6         9        11         9
       336         8         6         7         7         2
       108         4         3         9        44        21
        56         4         2         7        94         4
       270         6         9         5        10        10
       216         3         8         9        24        25
       108         9         6         2        25         5
       224         7         4         8         1        22
       168         7         8         3         7         3
        70         7         5         2        46         2
        24         6         2         2       160         4
        42         2         7         3        71         5
        96         4         3         8        36        19
       256         4         8         8        10         4
       378         7         9         6         1        15
       486         9         6         9         7        18
        48         4         6         2        37         3

        20        20        20        20
       210         5         6         7         4        20
        96         3         4         8        33        18
        32         2         2         8        21         1
       108         4         3         9        49        23
        20         5         2         2       390         3
        72         6         4         3        53         3
       100         5         4         5        38        11
       100         4         5         5        67        10
        48         4         4         3         6         8
       288         8         9         4        15         3
       160         4         5         8        31        11
       126         2         9         7         6        15
        64         4         8         2        53         5
       112         8         2         7        13        14
        64         2         4         8        77        20
       189         9         3         7        23        19
        80         5         4         4        96         5
       240         5         8         6         9        11
       384         6         8         8         9        10
       441         7         7         9         2        10

        20        20        20        20
        24         3         4         2       248         5
       120         5         8         3        40         3
        54         3         3         6        65        11
       112         4         4         7        19        12
       216         9         4         6        29        12
         8         2         2         2       347         5
       105         7         5         3         2         5
        18         3         2         3       265         3
       216         6         4         9        22         2
       320         8         5         8         6        23
        90         5         6         3        47         7
       270         9         6         5        17         6
       448         7         8         8         7        22
       126         2         9         7         8        10
       147         7         7         3         5         6
       360         8         9         5        10         0
        90         6         3         5        56        11
        72         3         6         4        38        10
        60         2         5         6        62        13
        75         3         5         5        84         7

        20        20        20        20
        48         2         4         6        10         5
       288         4         8         9         9         4
       144         9         2         8        16         9
       180         9         4         5         1         9
        72         9         4         2        74         3
       567         9         9         7         7        14
        98         7         7         2        25         2
        36         9         2         2       145         2
        96         4         8         3        32         3
        40         2         5         4       143         6
       180         9         4         5         1         9
       252         7         6         6         6         6
       378         7         6         9         9        21
        36         9         2         2       136         2
        72         2         4         9        74         4
        48         8         3         2        20         0
        40         4         5         2       121         5
       504         7         9         8         5         1
       315         9         5         7        14         6
       144         4         6         6        10         9

        20        20        20        20
       180         4         9         5         3        14
       225         5         9         5        19         2
       256         8         4         8        12         5
       128         2         8         8         7         0
       378         6         9         7         8         8
       128         8         2         8        30         2
        24         4         2         3        51         4
       504         9         8         7         6        16
         8         2         2         2       112         4
        24         2         3         4        46         5
       576         8         8         9         1        10
       120         5         6         4        20        11
       100         5         5         4        70         2
       392         7         7         8         3         4
       336         6         7         8         2         9
       240         5         6         8        15         3
       120         4         5         6         3         0
        64         4         8         2        13         4
        48         6         2         4        78        11
       336         8         7         6        11        13

        20        20        20        20
        27         3         3         3        76         5
        48         4         2         6        56         3
        72         4         6         3        22         1
        18         3         3         2       141         1
        84         3         4         7        36        11
       315         9         7         5         5        12
       128         4         8         4        37         3
       196         4         7         7        15        16
       135         3         5         9         5         3
        36         2         2         9       173        16
       144         6         6         4        15         8
        63         7         3         3         1         4
       112         8         2         7        26        11
       252         6         7         6         9         5
       126         2         9         7         7         3
       486         9         9         6         8        13
       108         9         2         6        59        12
       294         6         7         7         2        20
        12         3         2         2       395         4
        24         3         4         2        91         5

        20        20        20        20
        32         8         2         2       119         5
        40         5         4         2        69         0
       324         4         9         9        14         3
        84         2         6         7        46        16
        32         2         4         4       249         2
       240         8         5         6        15         2
        36         4         3         3        31         7
        90         6         5         3        17         5
        28         2         2         7       109         0
        60         3         5         4        68         8
       140         5         4         7        16         0
       224         8         7         4         2        10
       216         9         8         3        12         7
        64         2         4         8        50         4
       105         5         3         7        19        20
        72         9         4         2        58         3
       180         6         5         6        12        15
        24         4         2         3       245         0
        60         2         5         6        50        12
       108         6         6         3        52         8

        20        20        20        20
        63         3         7         3        43         4
       648         8         9         9         6        24
        72         3         4         6        46        10
        72         4         9         2        35         2
        20         5         2         2        87         2
        54         3         3         6        15        12
       100         4         5         5        66        12
        28         2         2         7       111         8
        72         8         3         3        25         4
        60         5         3         4        42        11
       252         7         4         9         8        25
       128         4         8         4        18        11
       126         9         7         2        30         1
        36         2         9         2        68         3
       324         9         4         9         5         3
       168         3         8         7        21        19
       150         5         5         6        16        10
        12         2         2         3        64         4
       160         4         8         5         6        10
       100         4         5         5        44        13
