        20        20        20        20
      1001        11        13         7         1         1
       770        10         7        11         1         2
      1584        12        12        11         1         9
       640        10         8         8         7         2
       648         6         9        12         1        13
      1430        10        13        11         2        20
       495         9         5        11         6         9
       819         7        13         9         4        22
       588        14         7         6         2         9
      1694        14        11        11         1        19
       150         6         5         5         7        14
       210         6         7         5         3         8
       972        12         9         9         4        11
      1144        13         8        11         2         4
      1521         9        13        13         1        26
      1040        10        13         8         4        19
       343         7         7         7         4         8
      1183         7        13        13         1         6
      1008        12        12         7         2        11
      1716        11        12        13         1        16

        20        20        20        20
       630         9        14         5         2         4
       432         6         8         9         9        19
      1120        10         8        14         3         9
      2548        14        14        13         1         0
       756        14         6         9         5         7
      2184        14        13        12         1        23
       560         7        10         8         7        16
      2548        13        14        14         1         5
       420         7         5        12         2        34
      1872        13        12        12         1        18
       600        10         5        12         7         7
      1170         9        13        10         3         8
       780        13         6        10         5        18
       560         7        10         8         3         3
       280         5         7         8        11        10
       175         5         5         7        16        19
       792         9        11         8         1         8
      1092        13         6        14         1        38
       528         8        11         6         4        10
      1540        11        10        14         1        22

        20        20        20        20
       504         8         7         9         2         0
       360         8         5         9        10        26
       672         7         8        12         1        10
      2548        14        13        14         1        40
       672         7         8        12         3        22
      1040         8        10        13         2        32
       924        11         7        12         1        15
       896         8        14         8         1         0
       768         8        12         8         3         7
       726         6        11        11         1        31
       504        12         7         6         2         8
       462         6        11         7         2        18
       756         6        14         9         4        17
       400         5         8        10         1        17
       819         7        13         9         2        16
       528        11         8         6         2        12
       567         9         9         7         4        14
       784        14         8         7         2        16
      1008         8        14         9         3         6
      1540        11        10        14         1        33

        20        20        20        20
      2156        11        14        14         1        18
      1287         9        13        11         1         3
      1040        10         8        13         3         0
      2156        11        14        14         1        19
       720         6        12        10         5         9
       605        11         5        11         2        32
       660        10         6        11         6        23
       780        12         5        13         4        35
       910         5        13        14         1        23
       720        12        12         5         1         5
       550        10        11         5         3         8
       360         6        10         6         5         0
       726         6        11        11         2        12
       792         9        11         8         1        16
       495         9        11         5         2         5
       728         7         8        13         2         9
       420         6        10         7         8         3
      2352        14        12        14         1        26
       560         8         7        10         7        11
      1092        12         7        13         2        20

        20        20        20        20
      1008        14        12         6         3         1
      1584        11        12        12         1        25
      1716        12        13        11         1        11
      1690        10        13        13         1        20
      1176        14         7        12         1        14
       350         5         7        10         2         9
       864        12         6        12         3        12
      1540        11        14        10         2        21
       728         7         8        13         4         4
      1694        14        11        11         1        28
      1456        14         8        13         1        20
       847         7        11        11         2        19
       441         7         7         9         2         8
       968         8        11        11         2        24
       275         5        11         5         6         6
       756        14         6         9         4        15
      1232         8        11        14         1         1
      1274        14        13         7         2        13
       980         5        14        14         2        26
       432         8         6         9         7        11

        20        20        20        20
       594        11         9         6         5         6
       440         8        11         5         7         2
       840        12         7        10         3        21
      1521        13         9        13         1         7
       840        12         5        14         4        23
       420         6         5        14         6        11
      1540        10        11        14         2        11
       350         5         5        14         2        40
       640         8        10         8         3         7
      1820        10        13        14         2        21
      1092         7        12        13         2         5
       400        10         5         8        11        11
       588        14         6         7         5         4
       360         9         8         5         7         1
      1176         7        14        12         2         7
      1183        13         7        13         1        20
      1344        12         8        14         2        15
       240         5         6         8        21        16
      1573        11        13        11         1         8
       686         7        14         7         3        13

        20        20        20        20
       504         7         6        12         4        12
       567         9         7         9         5        12
       693         7         9        11         1        17
       960         8        10        12         4         6
      1638        14         9        13         2         2
       882         9         7        14         1        32
       560        14         5         8         1         0
       784         8         7        14         4        21
       455        13         5         7         6        12
       858        13         6        11         3        20
      2156        14        11        14         1        25
       378         7         6         9         7        23
      1872        12        13        12         1         5
      1716        13        12        11         1         5
       720        10         8         9         5         5
       720        12        12         5         1        10
      1764         9        14        14         1        25
       693         7        11         9         4        22
       350        10         7         5        13        13
       616        11         7         8         1        22

        20        20        20        20
       504         8         9         7         6        18
       324         6         6         9        15        13
       455        13         7         5         4         9
      1176        14        14         6         1        17
       378         6         7         9         2         0
       624         6        13         8         6         2
      1274        14        13         7         1         5
      1690        13        13        10         1        15
      1404        13         9        12         2        13
       540        10         6         9         7         3
       420        14         5         6        12        14
       240         8         5         6        10         1
       360        10         6         6         7         5
      1573        13        11        11         1        17
       560         7         8        10         1         2
       594         6         9        11         1         9
      1372        14        14         7         1        16
       588         6        14         7         1         3
       780        10         6        13         1        29
       840        12         5        14         1        29

        20        20        20        20
       702         6        13         9         6         6
       756         6         9        14         4        17
       550        11         5        10         2         5
       624         8         6        13         1        29
       672         8         6        14         4        24
       250         5        10         5         3         7
       588         6        14         7         5         5
       528        11         6         8         6         1
       847        11        11         7         2        15
       324         9         6         6         5         6
       560        10         8         7         7         9
      1848        14        11        12         1        20
       300         6        10         5        17        14
       600        10        10         6         5         2
       390         5         6        13        10        34
       500         5        10        10         1        12
       924        12         7        11         1        23
       840        10         6        14         1        33
      1053         9         9        13         1        10
       240         8         5         6        13        10

        20        20        20        20
       550         5        10        11         1         0
      1078         7        11        14         1        40
       300         6        10         5         2         3
      1008        14        12         6         2         8
      1170        10         9        13         1        27
       660        11         6        10         5         6
       448         7         8         8         7        12
       594         6         9        11         6        21
       660         6        11        10         4        20
      1560        12        10        13         2         5
       432         9         8         6        11        12
      1540        10        14        11         1        13
       936         9        13         8         4        20
       448         7         8         8         3        21
       350         5         5        14        16        38
      1430        13        10        11         1         3
       360        12         5         6         8         5
       396         6         6        11         9         6
       594        11         6         9         4         8
       350         5         7        10        12        16
