         5        20        20        20
       294         7         7         6        10         6
       324         9         6         6         6        16
       225         5         9         5        14         7
      1680        14        10        12         2        22
       770        11        10         7         4        18

         5        20        20        20
       390         5        13         6         4         4
       588         6         7        14         5        18
       756         9        12         7         4        20
       539         7        11         7         4         4
       936         6        13        12         2         1

         5        20        20        20
       832        13         8         8         3        23
      1521        13         9        13         1         4
      1210        11        10        11         2        11
       500        10         5        10        12         2
       480        12         5         8         4        16

         5        20        20        20
       784        14         7         8         1         2
       432         8         6         9         4        11
      1092        13        12         7         1        16
       704         8        11         8         2         4
       300        10         5         6        11         7

         5        20        20        20
       588         7        14         6         3         2
      1248        12         8        13         2        38
      1144         8        11        13         1         7
      1232        11        14         8         1         2
       715        13         5        11         2         2

         5        20        20        20
       468        13         6         6         2        17
       840         5        12        14         3        35
       245         7         5         7         3         1
       880        10        11         8         4        18
       300         5        10         6         3         9

         5        20        20        20
       490        10         7         7         4        15
       702         9        13         6         1         4
       840         6        14        10         4        22
      1014         6        13        13         1        35
       576         8         8         9         5        22

         5        20        20        20
       440        11         8         5         3         0
       528        11         6         8         3        10
       980        14        10         7         4         3
       810         9        10         9         6        20
       660        10         6        11         5        28

         5        20        20        20
       648         9         9         8         7        12
      1320        10        12        11         2        11
       490         7         7        10         3        27
      1232        14        11         8         1        16
       440         8        11         5         1         2

         5        20        20        20
      1690        13        13        10         2         6
      1452        12        11        11         1        28
       560         8         5        14         3        36
       343         7         7         7         6        10
       686         7         7        14         3        17
