         5        10        10        10
       216         6         6         6         1         6
        72         3         6         4         6         6
        60         4         5         3         1         4
        40         2         4         5         5         5
       144         4         6         6         2         6

         5        10        10        10
        20         5         2         2        26         1
        60         5         2         6         1        13
        18         3         2         3        18         2
        16         4         2         2         5         3
        45         5         3         3        14         1

         5        10        10        10
        32         4         2         4         1         6
        90         3         5         6         4         3
        24         3         2         4        13         4
        72         6         2         6         4        17
       120         4         6         5         2         1

         5        10        10        10
        90         6         3         5         4        13
        64         4         4         4         4        11
       180         6         5         6         2         3
        30         5         3         2         5         5
       180         5         6         6         2         6

         5        10        10        10
        48         4         3         4        12         1
        18         3         2         3        31         2
       144         6         4         6         2        17
        72         6         2         6         4         1
       180         6         6         5         1         0

         5        10        10        10
        48         6         2         4         5         4
        30         5         2         3         6         8
        16         4         2         2        33         1
       120         4         6         5         1         3
        60         2         5         6         7         1

         5        10        10        10
        50         5         5         2        17         0
        12         2         3         2        47         5
        60         6         2         5         5         2
        48         4         2         6         3        13
        72         3         6         4         1         6

         5        10        10        10
        90         3         6         5         2         2
        80         4         4         5         2         9
        72         4         3         6         3        10
        54         6         3         3         6         3
       150         5         5         6         1        13

         5        10        10        10
       180         6         6         5         1         1
       120         4         6         5         1         2
       150         6         5         5         4        10
        12         2         2         3        31         3
        24         2         4         3         9         8

         5        10        10        10
        72         6         6         2         3         2
        75         5         3         5         6         0
        75         3         5         5         2         3
       216         6         6         6         1         2
        32         4         4         2        14         5
