        10        30        30        30
      2646        14         9        21         3        16
      3744        13        16        18         1         7
      2700        20         9        15         6        35
      2400        12        10        20         6        55
      3211        19        13        13         3        23
      3520        16        20        11         1        25
      3840        16        12        20         2        32
      4840        20        22        11         2        22
      3872        16        11        22         1        53
      2560        16        16        10         2        19

        10        30        30        30
      2618        11        14        17         3        27
      1620        20         9         9         5        13
      2940        14        21        10         2        21
      4095        21        15        13         3        31
      2016         9        16        14         4        33
      4320        12        20        18         1        28
      2772        14         9        22         3         7
      3135        11        19        15         3        29
      1680        10        14        12         9        26
      3072        16        12        16         2        37

        10        30        30        30
      3528        14        21        12         4         3
      2856        14        17        12         1        27
      1458         9        18         9         8        19
      5880        21        14        20         1        27
      3146        11        22        13         2         5
      3168        22        12        12         2        18
      2736         9        16        19         3        56
      3230        17        10        19         2        12
      1976        19         8        13         3         5
      1800         9        10        20         2         2

        10        30        30        30
      1680        12        14        10        11         9
      3146        11        13        22         2        26
      3520        22         8        20         2        14
      5808        22        22        12         1        32
      6600        15        20        22         2        48
      1320         8        15        11         4        29
      3520        20        11        16         2        36
      5670        21        15        18         1         4
      2772        18        14        11         1        14
      5040        21        15        16         1         6

        10        30        30        30
      5400        18        20        15         1        10
      2850        19        10        15         6        42
      8316        22        21        18         1        31
      3420        19         9        20         2        48
      7920        18        20        22         1        49
      1080        10         9        12         3        11
      2000        10        20        10         3         2
      2856         8        17        21         1        56
      2816        22         8        16         2        29
      2700        18        10        15         4        41

        10        30        30        30
      4680        18        20        13         1        23
      1936         8        22        11         3         9
      3078        19        18         9         1        14
      3456        16        18        12         2         1
      3570        15        14        17         1         2
      1683        17        11         9         1        16
      3249        19        19         9         2         6
      1848        12        14        11         2        15
      3168         8        22        18         3        24
      3328        16        16        13         1        18

        10        30        30        30
      3146        22        13        11         3        23
      1540        10        14        11         8        32
      2240         8        14        20         3        15
      4160        16        13        20         2        32
      1188        12        11         9         2         7
      1320        12        11        10         9        22
      1232        11         8        14         7        34
      2940        14        10        21         1        57
      2592        18        16         9         1        10
      4200        20        10        21         1        22

        10        30        30        30
      2268        21         9        12         5        25
      1620        18         9        10         8         0
      2508        11        12        19         2        25
      2736        12        12        19         1        10
      4200        14        20        15         4        32
      5236        22        17        14         1        40
      2520        10        12        21         2        55
      1870        10        17        11         3        12
      5292        12        21        21         1         0
      3549        21        13        13         1        23

        10        30        30        30
      3840        16        15        16         1        29
       880        10        11         8         3         4
      6800        17        20        20         1        44
      6292        22        13        22         2        30
      2288        16        11        13         4        19
      2340        10        13        18         6        26
       792        11         9         8         3        14
      3570        21        17        10         3        28
      5440        20        17        16         1         4
      8360        20        22        19         1        11

        10        30        30        30
      2299        19        11        11         1        27
      4284        18        14        17         1         5
      2040        10        12        17         6        12
      2772         9        14        22         4        23
      2016        18         8        14         5        18
      1440        18        10         8         4        21
      1782         9        22         9         4         8
      3468        17        12        17         1        39
      3300        15        11        20         4        31
      3705        15        19        13         4        34
