        10        10        10        10
        16         2         4         2        13         3
         4         2         2         1       163         1
        16         4         4         1        29         1
        12         3         4         1         6         1
         2         1         2         1       195         1
        16         4         1         4        27         8
         9         1         3         3        63         4
        32         4         4         2         7         2
        16         4         4         1        21         1
        32         4         2         4        14         7

        10        10        10        10
        36         3         3         4         6         6
         8         2         1         4        14         8
         4         1         1         4        35         3
         2         1         2         1       281         0
        12         3         2         2        54         2
         9         3         1         3        37         7
        24         2         3         4        16         4
        32         4         4         2        18         4
        16         2         2         4         6         9
        36         3         3         4         7         1

        10        10        10        10
        36         3         3         4         4         5
         1         1         1         1       474         1
        18         2         3         3        32         1
         8         1         2         4        94         7
        12         3         2         2        14         1
        36         3         3         4         9         2
        64         4         4         4         4         9
        24         4         2         3         7         8
        12         3         1         4        13         9
        24         4         3         2         4         4

        10        10        10        10
        12         1         4         3        57         7
         8         4         1         2        27         5
        12         2         2         3        34         0
        12         3         2         2        52         0
         8         2         2         2       109         0
         2         1         2         1       204         1
        12         1         4         3        10         2
         3         1         1         3       127         6
        12         2         2         3        34         0
        24         4         3         2        27         3

        10        10        10        10
         8         1         4         2        21         3
        64         4         4         4         3         6
         2         1         1         2        22         1
         9         3         1         3        50         2
        24         2         4         3         2         1
        18         3         2         3         5         0
        16         4         2         2        40         0
        24         3         4         2        17         3
         4         2         2         1        93         2
         8         2         2         2       120         1

        10        10        10        10
        48         4         3         4        10         5
        36         3         3         4        11        10
         1         1         1         1       952         0
        12         1         4         3        10         1
         1         1         1         1       914         2
        12         4         3         1        57         2
        12         3         4         1        57         2
        36         4         3         3         6         4
         4         2         1         2       133         1
        24         4         2         3         5         7

        10        10        10        10
        32         4         2         4        19         8
        18         3         2         3        18         1
        24         3         4         2        20         5
        24         3         4         2        22         3
        18         2         3         3        40         7
        12         4         1         3        47         0
        48         4         3         4         9         2
         8         2         2         2        14         0
         3         3         1         1        76         1
        24         2         3         4        24         3

        10        10        10        10
        48         3         4         4        11         7
        36         4         3         3         5         2
        24         2         3         4        24         3
         6         3         1         2       129         1
        16         2         4         2        21         1
        16         1         4         4        23         1
         2         1         2         1       142         0
        18         3         2         3         9         4
         4         2         2         1        68         0
         6         2         1         3        41         7

        10        10        10        10
        32         2         4         4        10         1
         9         3         3         1        79         0
         6         2         1         3        71         2
         6         1         3         2         1         2
        12         2         3         2        41         0
         6         3         2         1         3         2
        48         4         4         3         2         5
        18         3         3         2        21         1
        12         4         3         1        50         1
         3         1         3         1       261         1

        10        10        10        10
        12         2         3         2        28         4
        24         3         4         2        28         4
        16         4         4         1        40         2
        27         3         3         3        21         6
        24         4         3         2        13         4
        16         4         4         1        24         0
         6         3         1         2        30         3
         3         3         1         1       206         2
         6         3         1         2        76         1
        48         3         4         4         9         3
