        10        10        10        10
       120         6         5         4         3         7
       120         5         4         6         4         7
        60         3         4         5        11         7
        18         3         3         2        37         0
        36         3         4         3         2         2
       120         4         5         6         1         5
        20         2         2         5         6        12
       108         3         6         6         3        15
        60         5         6         2         3         2
       144         4         6         6         2        11

        10        10        10        10
        20         2         5         2        35         5
       144         6         4         6         2        11
        32         4         2         4         6         8
        24         4         2         3         5         4
        72         6         3         4         2         9
        48         6         2         4         6         9
        16         2         2         4        20         6
        40         5         4         2         5         5
        72         4         6         3         4         2
        18         2         3         3         2         0

        10        10        10        10
        54         3         3         6         9         1
       144         6         6         4         1        11
        24         4         2         3        24         0
        30         5         2         3        19         5
        72         2         6         6         3        15
        60         2         6         5         6         3
        64         4         4         4         7         5
        18         3         3         2        19         2
        48         4         3         4         5         5
        96         4         6         4         1         9

        10        10        10        10
        16         2         2         4        16         0
        60         2         6         5         2        12
       216         6         6         6         1         5
        40         2         4         5        18        10
        72         4         3         6         2         4
        12         2         2         3        23         1
         8         2         2         2        76         1
        72         6         6         2         2         0
        72         4         3         6         1         3
        24         2         2         6        17        16

        10        10        10        10
       180         6         6         5         1         7
        20         5         2         2        13         2
        27         3         3         3         3         6
        24         4         2         3        20         5
        40         2         4         5        20         7
        45         3         3         5         5         0
        24         4         3         2        15         2
       125         5         5         5         8        12
        80         4         4         5         8        12
        48         6         4         2         4         0

        10        10        10        10
        80         5         4         4         8         3
        36         3         6         2         7         3
        30         2         3         5         1         9
       216         6         6         6         1         2
        90         3         5         6         3         9
        24         2         2         6         8         8
        30         5         2         3        12         4
        40         5         2         4        14         3
        24         3         4         2         8         0
        80         4         4         5         3         5

        10        10        10        10
        48         2         6         4         5         0
        16         2         4         2        23         2
       100         5         5         4         3        11
        36         6         2         3        10         3
        40         4         2         5         1        13
        36         6         3         2         5         5
        36         6         2         3        10         7
       144         6         4         6         2        12
        54         3         3         6         5         7
        45         3         3         5        16         4

        10        10        10        10
        60         2         6         5         2         0
        90         5         6         3         1         5
        64         4         4         4         8         3
        40         2         4         5        19         9
        72         4         6         3         3         2
        90         3         6         5         4        13
        18         3         2         3         8         5
       125         5         5         5         1         9
       144         4         6         6         2         2
        36         3         4         3        11         3

        10        10        10        10
        72         4         3         6         2         6
        54         3         6         3         7         3
        30         3         5         2        19         3
       108         6         6         3         1         6
        75         3         5         5         5         8
        36         2         6         3        12         7
        20         5         2         2        25         0
        54         3         3         6         4        13
       150         5         6         5         4         0
       120         6         5         4         1         4

        10        10        10        10
        32         2         4         4        12         2
       100         5         5         4         4        11
        30         2         3         5        21        10
        80         5         4         4         3         2
        50         2         5         5         9        10
       216         6         6         6         1        10
        72         6         6         2         3         5
        36         3         2         6        15        16
       120         5         4         6         3        15
        18         3         3         2        32         2
