        10       100       100       100
     21450        26        25        33        29         3
    101574        57        66        27         2        23
    149110        31        74        65         1        33
    132741        43        63        49         1       129
     85800        44        30        65         1       105
     94710        33        41        70         6        95
    170748        54        51        62         1        91
     66976        56        26        46         1        22
    185856        44        66        64         2        77
    280830        69        74        55         1       120

        10       100       100       100
     43520        32        34        40         6         8
    157320        46        60        57         2        38
     52948        31        28        61         5       140
     52650        54        25        39         5        46
     33800        25        26        52         8        43
     68432        56        47        26         6        60
     51660        30        41        42        10        48
     61828        52        41        29         5        49
     44892        36        43        29        12        10
     61938        37        27        62         2       100

        10       100       100       100
    229632        64        52        69         1        69
    159390        46        63        55         2       105
    161738        34        67        71         1       116
    103950        55        70        27         3         2
    108360        72        43        35         1        83
     52920        42        30        42         8       117
     66500        38        50        35         3        17
     81243        27        51        59         3        70
     94848        48        38        52         1        17
    189810        57        45        74         1       111

        10       100       100       100
     93312        36        72        36         3        77
     69930        37        35        54         1        24
     77996        74        34        31         4        63
    160270        55        47        62         2       138
    181220        65        41        68         1       146
    331890        65        74        69         1       178
     78624        39        56        36         3        90
    140616        72        31        63         1        30
    124488        42        52        57         1       141
     42772        37        34        34         3         0

        10       100       100       100
     89010        46        43        45         2        73
    166600        50        68        49         1        56
     93060        30        66        47         4       120
     25792        26        31        32        15        66
    166980        44        69        55         2       119
     72726        46        31        51         3        88
    176400        63        70        40         1        43
    213444        66        49        66         2       131
    108438        62        33        53         1       107
    149040        30        72        69         2        65

        10       100       100       100
    144196        47        52        59         1        97
     60000        25        48        50        12       129
    102025        35        55        53         1        23
    105850        29        50        73         4       133
     91520        44        65        32         3        92
     64896        32        52        39         5        24
    125400        50        57        44         4        28
    112320        72        39        40         1        55
    121878        61        27        74         1        71
     66748        44        41        37         6       110

        10       100       100       100
    126522        66        27        71         1        68
    222208        56        64        62         1       140
    117975        39        55        55         2       114
    197319        73        51        53         1        97
     46176        39        37        32        10        51
    197100        60        73        45         2        86
     32604        26        38        33         5        51
     48100        26        50        37         8        67
    170016        56        69        44         1        39
     81549        39        51        41         1        64

        10       100       100       100
    137862        37        69        54         2        15
     84753        73        27        43         5        70
     48000        30        40        40         9        31
    156950        50        43        73         3       202
    117342        53        54        41         1        71
     80586        37        33        66         6        85
     73656        54        31        44         4        19
    139104        36        69        56         1        69
    266326        59        61        74         1        94
     64844        43        29        52         6        57

        10       100       100       100
    132182        43        58        53         1        28
    223080        65        66        52         1       108
    137598        51        38        71         1        65
    213194        74        67        43         2        47
    129688        43        58        52         2        10
     51948        26        74        27         6        71
     99400        35        40        71         1        20
     87986        37        41        58         3        70
    128466        61        39        54         2        29
    175071        67        39        67         1        17

        10       100       100       100
    104098        31        73        46         2       117
    307257        61        69        73         1       152
     54464        46        37        32        11        43
    179916        47        66        58         2        60
     48675        25        59        33        12        32
     86688        63        43        32         4        14
     52864        59        32        28         6        64
     76440        52        30        49         6         0
    196599        71        71        39         2        71
    160552        47        61        56         1       130
