         5        50        50        50
     10140        30        13        26         3        39
      5928        24        13        19         5        51
     13520        26        26        20         2        22
     13440        16        30        28         1        12
     19040        28        20        34         2        72

         5        50        50        50
     14300        26        25        22         4        17
     23940        19        35        36         1        82
     14508        31        13        36         2        81
      8580        30        13        22         4        33
     16740        20        31        27         1        26

         5        50        50        50
      9520        16        17        35         4        95
     19008        16        33        36         2        42
     13485        29        15        31         1         8
      6552        12        21        26         6        54
      2700        12        15        15         2         2

         5        50        50        50
     17748        17        36        29         2        55
     10404        17        17        36         2        18
      8694        23        21        18         5        23
      6930        14        15        33         1        33
      5700        20        15        19         8        11

         5        50        50        50
      3600        12        20        15        19        12
      3696        22        14        12         3         8
     26796        29        33        28         1         2
     21888        36        19        32         1        59
      8160        34        15        16         7        34

         5        50        50        50
     13230        35        18        21         2        22
      8400        30        14        20         4        39
     14105        35        31        13         3        26
     11109        21        23        23         6        26
     15400        22        28        25         4        55

         5        50        50        50
      6762        23        14        21         7        32
      6076        14        14        31         8         4
      8740        19        23        20         7        11
      6006        14        13        33         8        51
      4104        18        12        19        16        19

         5        50        50        50
     14790        17        30        29         2        59
     16530        30        29        19         1         9
     18480        22        28        30         2        47
     12834        18        31        23         3         9
      6300        21        12        25        15        42

         5        50        50        50
      7920        16        33        15         4        29
     18560        29        20        32         1        32
     10098        22        17        27         2        58
     17248        28        28        22         2        61
     15552        18        24        36         3        76

         5        50        50        50
     21735        23        35        27         1        10
     13804        29        17        28         1        59
     32400        36        30        30         1        20
     18000        24        25        30         2        39
      6048        14        16        27         8        47
